部屋主,取得日,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント
加古部屋,2026/07/12,39,スーパーノヴァ(パート分け有・最終話反映),SI-VIS: The Sound of Heroes OP2,SI-VIS,加古,
crom部屋,2026/07/12,39,"gdgd妖精s - Eternal／三森すずこ, 水原薫, 明坂聡美",,,crom,おぼえてるかな？
芝ちゃん部屋,2026/07/12,38,keep on,デジモンアドベンチャー ED 2,前田愛,ギン,
けんちぃ部屋,2026/07/12,38,革命デュアリズム【パート分け】,革命機ヴァルヴレイヴ OP 2,"水樹奈々,T.M.Revolution",オメガ,
加古部屋,2026/07/12,38,キミとわたしであるために,プリンセッション・オーケストラ Im,空野みなも(CV.葵あずさ),せれろん,
crom部屋,2026/07/12,38,Forever Love【Off-On】_X JAPAN_劇場版X-エックス-（※ネタバレ有）,,,レイフ,
芝ちゃん部屋,2026/07/12,37,Sunday Island,恐竜冒険記ジュラトリッパー Ed,國府田マリ子,芝ちゃん,
けんちぃ部屋,2026/07/12,37,あたしだけにかけて,夏のあらし! OP,面影ラッキーホール,けんちぃ,夏曲に乗っかる
加古部屋,2026/07/12,37,ちいさな日々_flumpool_かくしごと,ち,,ぱにゃ,
crom部屋,2026/07/12,37,宇宙船サジタリウス ED_夢光年_影山ヒロノブ・こおろぎ'73_2CH_画質UP版,,,ぱにょ,
芝ちゃん部屋,2026/07/12,36,絶対称賛!(パート分け)【ver3】,笑顔のたえない職場です。,HoneyWorks feat.ハコニワリリィ,えみち,アニサマすりゅ！（今日（予想））
けんちぃ部屋,2026/07/12,36,【天穂のサクナヒメ】[OP]／晴々!／いきものがかり(On-Cut),,,wako,
加古部屋,2026/07/12,36,君のせいで愛してる(修正1),愛してるゲームを終わらせたい Op,CHiCO with HoneyWorks,ゆーき,
crom部屋,2026/07/12,36,【ドラゴンクエストアベル伝説】夢を信じて／徳永英明(on-cut)※hossy_031,,,れい,
芝ちゃん部屋,2026/07/12,35,天体観測,TOHO animation ミュージックフィルムズ IN,BUMP OF CHICKEN,みな,
けんちぃ部屋,2026/07/12,35,【一般曲】「なつのうた 」[打首獄門同好会][VC][ON],,,みなぴー,
加古部屋,2026/07/12,35,【きみが死ぬまで恋をしたい】[OP]Amore／ReoNa〔Semi-MVC-On-Off〕,,,あきらん,
crom部屋,2026/07/12,35,【京四郎と永遠の空】微睡みの楽園／Ceui (chorusUVR-off-on)※ED [修正1]crm,,,crom,
芝ちゃん部屋,2026/07/12,34,ないない,シャドーハウス ED,ReoNa,みぃちゃん,練習しとくー
けんちぃ部屋,2026/07/12,34,パルス,緋弾のアリアAA ED,Team AA,オメガ,
加古部屋,2026/07/12,34,I am an ARTIST,ゴーストコンサート : missing Songs IN,ネロ(CV:谷山紀章),加古,
crom部屋,2026/07/12,34,スラムダンク ED_世界が終るまでは…_WANDS_2CH,,,レイフ,
芝ちゃん部屋,2026/07/12,33,graphite diamond,アズールレーン,May'n,ギン,アニサマですわ（一昨日）
けんちぃ部屋,2026/07/12,33,ポンキッキーズ「夏の決心」 大江千里(On-Off),ほ,,るえ,
加古部屋,2026/07/12,33,人生描写,ゴーストコンサート : missing Songs ED,"相葉芹亜(CV:藤寺美徳),レンブラント(CV:土田玲央)",せれろん、加古,
crom部屋,2026/07/12,33,【チ。 ―地球の運動について―】［OP］怪獣／サカナクション（On-Semi-Mvc-Vc）※ver3.0・最終話まで,,,ぱにょ,
芝ちゃん部屋,2026/07/12,32,ホウキ雲(パート分け有),焼きたて!! ジャぱん OP,RYRHM,芝ちゃん,
けんちぃ部屋,2026/07/12,32,Stella【_アニメMV版】,天幕のジャードゥーガル OP,SEKAI NO OWARI,けんちぃ,
加古部屋,2026/07/12,32,Grand symphony,ガールズ&パンツァー 最終章 OP 1,佐咲紗花,ぱにゃ,
crom部屋,2026/07/12,32,二人静【2ch off-on】(G)(D) -花澤香菜、日野聡 -おとめ妖怪ざくろ,,,れい,
芝ちゃん部屋,2026/07/12,31,閃きハートビート キー変更：-4,上野さんは不器用 OP,伊藤美来,えみち,わいもアニサマすりゅ！
けんちぃ部屋,2026/07/12,31,DISH,逃げ上手の若君 オープニング主題歌,プランA(On-Off),wako,祝2期
加古部屋,2026/07/12,31,オトメノホンキ(feat.ハコニワリリィ)修正2【※パート分け(本編1話)】 キー変更：-1,乙女怪獣キャラメリゼ Ed,MARUMOCHI from HoneyWorks,ゆーき,アニサマチケットとれなかったので()
crom部屋,2026/07/12,31,【ひきこまり吸血姫の悶々 OP】 Red Liberation(cut&コーラス入-off-on)_パート分け_Ver2_NC ／ fripSide_けんちぃ_470,,,crom,onにしました。オフでよければ変更します。
芝ちゃん部屋,2026/07/12,30,【ブラッドラッド】ViViD／May'n(on-off),,,みぃちゃん,
けんちぃ部屋,2026/07/12,30,打上花火,打ち上げ花火、下から見るか?横から見るか?,"DAOKO,米津玄師",みなぴー,DAOKOか米津のどちらか出来る方がいましたら。
加古部屋,2026/07/12,30,Nursing Angel,ゴーストコンサート : missing Songs IN,"相葉芹亜(CV:藤寺美徳),ナイチンゲール(CV:小清水亜美)",あきらん、加古,加古さん好きな方どうぞ！
crom部屋,2026/07/12,30,【エガオノダイカ】エガオノカナタ／Chihofeaturing majiko (on-UVRchorus-cut)※OP crm パート分け有修正１,,,レイフ,
芝ちゃん部屋,2026/07/12,29,Future Strike,ViVid Strike! Thou shalt not be afraid I am with you OP,小倉唯,ギン,アニサマですわ
けんちぃ部屋,2026/07/12,29,四角い宇宙で待ってるよ,咲-Saki- ED 3,"植田佳奈,小清水亜美,釘宮理恵,白石涼子,伊藤静",オメガ,宜しくお願いします！
加古部屋,2026/07/12,29,QUINTET PULSE,プリンセッション・オーケストラ Ed,オルケリア,加古、あきらん、せれろん,
crom部屋,2026/07/12,29,ヒトリノ夜 (off) GTO Great Teacher Onizuka,,,ぱにょ,
芝ちゃん部屋,2026/07/12,28,[バリバリ最強No.1／FEEL SO BAD]地獄先生ぬ～べ～[on-off]mp4,,,みな,
けんちぃ部屋,2026/07/12,28,[MV]夏祭り／Whiteberry(On-Off chorus-Off),,,るえ,よろしくお願いします。
加古部屋,2026/07/12,28,茨の道,ゴーストコンサート : missing Songs ED,オデッセウス(CV:寿美菜子),せれろん,某生誕祭で歌えないので
crom部屋,2026/07/12,28,テレビ朝日開局40周年記念 劇場版 遊☆戯☆王 ED_明日もし君が壊れても_WAND_2CH_画質UP版,,,れい,
芝ちゃん部屋,2026/07/12,27,BooooM!!!,株式会社マジルミエ 2期 ED,宝鐘マリン,芝ちゃん,
けんちぃ部屋,2026/07/12,27,夏夢ノイジー【_Last Lap版】,サマータイムレンダ OP 2,亜咲花,けんちぃ,
加古部屋,2026/07/12,27,KISS OF DEATH,ダーリン・イン・ザ・フランキス,中島美嘉,ぱにゃ,
crom部屋,2026/07/12,27,【おとめ妖怪ざくろ】MOON SIGNAL アニメ版／スフィア(on-cut)※OP[4パート]crm,,,crom,onの必要があったらかえます。
芝ちゃん部屋,2026/07/12,26,ケロロ軍曹_JAM Project_ハローダーウィン！～好奇心オンデマンド～(off-on)【ハネケン】,け,,えみち,よろしくお願いしま！歌える人いればご一緒によろでっす！
けんちぃ部屋,2026/07/12,26,ジャカ☆ジャ～ン,ドラゴンボールDAIMA OP,ゼッド feat. C&K,wako,よろしくお願いいたします
加古部屋,2026/07/12,26,花筏 キー変更：-4,春夏秋冬代行者 春の舞 ED,"Orangestar,夏背",ゆーき,よろしくお願いします！
crom部屋,2026/07/12,26,【八犬伝―東方八犬異聞】奏愛カレンデュラ Ceu(on-UVRchorus-cut)※ED2 -2 キー変更：-6,,,レイフ,よろしくお願いします
芝ちゃん部屋,2026/07/12,25,モノクロのキス,黒執事 OP,シド,みな,
けんちぃ部屋,2026/07/12,25,小休止,,,小休止,
加古部屋,2026/07/12,25,Fly Again!!,灰原くんの強くて青春ニューゲーム OP,前島亜美,あきらん,よろしくお願いします！ アニサマの余韻
crom部屋,2026/07/12,25,赤ずきんチャチャ OP_君色思い_SMAP_2CH_画質UP版,,,ぱにょ,
芝ちゃん部屋,2026/07/12,24,零【※Ver1 暫定版 アニメ公式 MV】,リィンカーネーションの花弁,Sizuk,みぃちゃん,
けんちぃ部屋,2026/07/12,24,乙女怪獣【_パート分け】,乙女怪獣キャラメリゼ OP,METANICK,ひろえ,
加古部屋,2026/07/12,24,今この胸に滾るのは【bb304】,スノウボールアース ED,ヒグチアイ,加古,
crom部屋,2026/07/12,24,遊☆戯☆王 (テレビ朝日版) OP_渇いた叫び_FIELD OF VIEW_2CH_画質UP版,,,れい,
芝ちゃん部屋,2026/07/12,23,牙狼～SAVIOR IN THE DARK～,GARO-牙狼- OP 2,JAM Project,ギン,
けんちぃ部屋,2026/07/12,23,櫻ノ詩 キー変更：-6,サクラノ詩 -櫻の森の上を舞う- OP,はな,レイフ,
加古部屋,2026/07/12,23,これはぼくたちの生存のあらすじ,バンドリ! ゆめ∞みた OP,無限大みゅーたいぷ,せれろん,宜しくお願いします
crom部屋,2026/07/12,23,【杖と剣のウィストリア Season 2】［ED］リーチライト／シユイ（On-Semi-Mvc-Cut）※第16話ED映像,,,crom,
芝ちゃん部屋,2026/07/12,22,部屋移動の時間です,,,システム,
けんちぃ部屋,2026/07/12,22,bumpy-Jumpy! キー変更：-4,ナツユメナギサ OP,KOTOKO,えみち,夏便乗！
加古部屋,2026/07/12,22,,,,小休止,
crom部屋,2026/07/12,22,【サンリオ歌ったみた】さくらんぼ／サンリオ／こぎみゅん,,,るえ,
けんちぃ部屋,2026/07/12,21,The Brave Under The Summer Sky. (off) 夏空のペルセウス -The brave under the summer sky._,,,けんちぃ,夏曲
芝ちゃん部屋,2026/07/12,21,[Redo／鈴木このみ]Anison Collection[on-off],,,あきらん,
加古部屋,2026/07/12,21,Vermillion,ぼくらの ED,石川智晶,れい,
crom部屋,2026/07/12,21,【キャプテン・アース】ビリーバーズ・ハイ／flumpoo(on-UVRchorus-cut)※OP crm ver2,,,crom,夏っぽい映像？・・入ってたか覚えてない 1350部屋移動
けんちぃ部屋,2026/07/12,20,チュチュ・バレリーナ,アイカツ! アイドルカツドウ!,"もな, るか, みき",せれろん,
crom部屋,2026/07/12,20,【キャプテン・アース】ビリーバーズ・ハイ／flumpoo(on-UVRchorus-cut)※OP crm ver2,,,crom,夏っぽい映像？・・入ってたか覚えてない 1350部屋移動
芝ちゃん部屋,2026/07/12,20,STYX HELIX,Re:ゼロから始める異世界生活 ED 1,MYTH&ROID,みなぴー,
加古部屋,2026/07/12,20,So☆Lucky【Ver3】,スライム倒して300年、知らないうちにレベルMAXになってました ～そのに～ OP,小倉唯,オメガ,
crom部屋,2026/07/12,20,よわよわ先生 (off-UVRchorus-on) COMIT COMET【Daoko】※Ver3 超よわよわver 最終話まで,,,みぃちゃん,
けんちぃ部屋,2026/07/12,19,Fly Again!!,灰原くんの強くて青春ニューゲーム OP,前島亜美,ひろえ,
加古部屋,2026/07/12,19,スイッチが入ったら,神様ドォルズ ED 1,石川智晶,ギン,
crom部屋,2026/07/12,19,でーじミーツガール (spleeter-on) お伽話のような奇跡,,,るえ,
芝ちゃん部屋,2026/07/12,19,メルト CPK! Remix (かぐや ver.) キー変更：-3,超かぐや姫,かぐや(CV:夏吉ゆうこ),ぱにょ,
芝ちゃん部屋,2026/07/12,18,JINGO JUNGLE,幼女戦記,MYTH & ROID,タカヒロ,
けんちぃ部屋,2026/07/12,18,Fatally,DUELSAVIOR OP,KOTOKO,レイフ,
加古部屋,2026/07/12,18,涙腺,戦国BASARA弐,石川智晶,藤原,
crom部屋,2026/07/12,18,【劇場版 のんのんびより ばけーしょん】OP｜あおのらくがき／nano.RIPE［on-off(cut)］,,,ぱにゃ,
芝ちゃん部屋,2026/07/12,17,Pages,本好きの下剋上 4期OP,Little Glee Monster,みなぴー,
けんちぃ部屋,2026/07/12,17,TRUE MAGIC...... キー変更：-4,D.CⅢ～ダ・カーポⅢ～ Op,YURiCa 花たん,えみち,
加古部屋,2026/07/12,17,アイデン貞貞メルトダウン【パート分け有】,お兄ちゃんはおしまい! OP,"えなこ,P丸様。",加古、ギン、オメガ、れい,
crom部屋,2026/07/12,17,【ざつ旅-That's Journey-】[OP]旅しよ! don't you／harmoe[On-Off]※パート分け有_10話映像まで_bb129,,,ブルーベリー,2026アニサマ初日はこれが歌われました
芝ちゃん部屋,2026/07/12,16,love☆mind,D.C.II S.S. ～ダ・カーポII セカンドシーズン～ In,yozuca,芝ちゃん,
けんちぃ部屋,2026/07/12,16,最最最高級のお世話して,才女のお世話することになりました OP,angela,けんちぃ,
加古部屋,2026/07/12,16,名探偵コナンMAD_君がいない夏_DEEN_2CH,,,れい,
crom部屋,2026/07/12,16,【LV999の村人】Not a Hero ※OPパート分け有アニメ版(off-UVRコーラス入-on) ／ 藍月なくる＆棗いつき,,,crom,相方募集中 いける人がいれば・・・　練習なのでonでー
芝ちゃん部屋,2026/07/12,15,【きみが死ぬまで恋をしたい】[OP]Amore／ReoNa〔Semi-MVC-On-Off〕,,,あきらん,
けんちぃ部屋,2026/07/12,15,超らぶふぉーえばーもあ,ばっどがーる Im,優谷優(CV.橘杏咲),せれろん,
加古部屋,2026/07/12,15,Raise,カンピオーネ! ～まつろわぬ神々と神殺しの魔王～ ED 1,小倉唯,オメガ,
crom部屋,2026/07/12,15,"【打ち上げ花火、下から見るか？ 横から見るか？】打上花火／DAOKO,米津玄師（ON）※MV版",,,ぱにゃ,
芝ちゃん部屋,2026/07/12,14,Baby Sweet Berry Love,変態王子と笑わない猫。 ED,小倉唯,ぱにょ,
けんちぃ部屋,2026/07/12,14,Fighting My Way,学園アイドルマスター IM,花海咲季(長月あおい),ひろえ,
加古部屋,2026/07/12,14,Welcome!! DISCOけもけもけ,繰繰れ!コックリさん OP,小野大輔、櫻井孝宏、中田譲治,ギン、れい,
crom部屋,2026/07/12,14,[ないない／ReoNa] シャドーハウス[on-off],,,みぃちゃん,挑戦一
芝ちゃん部屋,2026/07/12,13,【異世界ワンターンキル姉さん】華麗ワンターン(on-offパート分有ver2)／TrySail,,,タカヒロ,
けんちぃ部屋,2026/07/12,13,Make Me Wonder キー変更：-3,ダーウィン事変 OP,Official髭男dism,レイフ,
加古部屋,2026/07/12,13,What's a Hero,超宇宙刑事ギャバン インフィニティ IN,May'n,藤原,
crom部屋,2026/07/12,13,【君が死ぬまで恋をしたい】[OP]Amore／ReoNa[On-Off-Semi]※bb363,,,ブルーベリー,練習ー
芝ちゃん部屋,2026/07/12,12,Quest,味方が弱すぎて補助魔法に徹していた宮廷魔法師、追放されて最強を目指す OP,秋山黄色,芝ちゃん,
けんちぃ部屋,2026/07/12,12,Shower of light【パート分け】,アイドルマスター シャイニーカラーズ,イルミネーションスターズ,えみち,今日アニサマで歌うんやろなぁ…現地で聞きたかったw
加古部屋,2026/07/12,12,God's S.T.A.R.【アニメ】,うたの☆プリンスさまっ♪ マジLOVEレジェンドスター,QUARTET NIGHT,加古、れい,
crom部屋,2026/07/12,12,Air_Lia_鳥の詩_アニメロサマーライブ2008(off)【ハネケン】,,,るえ,きっと幕張は盛り上がってると思われ
芝ちゃん部屋,2026/07/12,11,風のアンセム(最終話編集),とんがり帽子のアトリエ OP,Eve feat. suis from ヨルシカ,あきらん,
加古部屋,2026/07/12,11,君さえいれば,中華一番! OP 3,DEEN,れい,
crom部屋,2026/07/12,11,【空色ユーティリティ OP】 主人公になろう！feat.鈴木愛理(cut&コーラス入-on)_パート分け ／ オーイシマサヨシ_けんちぃ_851,,,crom,みぃちゃんさんいけるって言ってましたっけ？ よろしくおねがいします。
芝ちゃん部屋,2026/07/12,10,Ex-Otogibanashi(パート分け),超かぐや姫! TM,月見ヤチヨ(早見沙織)&かぐや(夏吉ゆうこ),みなぴー,
けんちぃ部屋,2026/07/12,10,雪解けに【パート分け】,学園アイドルマスター,初星学園,せれろん,
加古部屋,2026/07/12,10,Choose me♡ダーリン【パート分け】,この中に1人、妹がいる! OP,StylipS,オメガ,
crom部屋,2026/07/12,10,【あの日見た花の名前を僕達はまだ知らない。 ED】 secret base～君がくれたもの～ (10 years after Ver.)(off-on) ／ 茅野愛衣、戸松遥、早見沙織_けんちぃ_137,,,ぱにゃ,
芝ちゃん部屋,2026/07/12,9,私は、わたしの事が好き。【公式アニメMV】 キー変更：-3,超かぐや姫! IN,かぐや(CV:夏吉ゆうこ),ぱにょ,
けんちぃ部屋,2026/07/12,9,MELODEA【_MV版】,SI-VIS:The Sound of Heroes 挿入歌,SI-VIS,ひろえ,
加古部屋,2026/07/12,9,北極星 ～ポラリス～,戦国BASARA Judge End,石川智晶,ギン,
crom部屋,2026/07/12,9,エブリデイワールド (off) やはり俺の青春ラブコメはまちがっている。続※パート有,,,みぃちゃん,
芝ちゃん部屋,2026/07/12,8,[Absolute Soul／鈴木このみ]Birthday Live 2023[on-off],,,タカヒロ,
けんちぃ部屋,2026/07/12,8,Cusp キー変更：-4,黒猫と魔女の教室 OP,ASCA,レイフ,
加古部屋,2026/07/12,8,LOVE IS THE STRONGEST,超宇宙刑事 ギャバンインフィニティ TM,May'n,藤原,
crom部屋,2026/07/12,8,【これ描いて死ね】[OP]遺書／キタニタツヤ[On-Off]※bb358,,,ブルーベリー,練習ー
芝ちゃん部屋,2026/07/12,7,団地妻の誘惑Part2【完全デレギュラ版最終話反映】,インゴクダンチ Tm,miko,芝ちゃん,
けんちぃ部屋,2026/07/12,7,ディア・マイ・スペシャル・プレシャス・マーベラス・スウィート・ダーリンズ(パート分け有 公式アニメMV) キー変更：-4,わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!?) ～ネクストシャイン!～ ED,クインテット,えみち,
加古部屋,2026/07/12,7,裸でどつきあい,ぐらんぶる Season 2 ED,"SEAMO,May'n",加古、藤原,
crom部屋,2026/07/12,7,【サマーウォーズ】[ED]僕らの夏の夢／山下達郎(On-Off),,,るえ,
芝ちゃん部屋,2026/07/12,6,瞬間、シンフォニー。,超かぐや姫! IN,かぐや(CV:夏吉ゆうこ),あきらん,よろしくお願いします！
けんちぃ部屋,2026/07/12,6,泥濘鳴鳴【パート分け】,アイドルマスター シャイニーカラーズ,CoMETIK,せれろん,ご就職おめでとうございます
加古部屋,2026/07/12,6,Prototype,機動戦士ガンダム00 ED 3,石川智晶,れい,
crom部屋,2026/07/12,6,【鬼の花嫁】心星／山崎育三郎(on-UVRchorus-cut)※ED crm,,,crom,
芝ちゃん部屋,2026/07/12,5,キンカンのうた2020,キンカンCMソング,オーイシマサヨシ,みなぴー,
けんちぃ部屋,2026/07/12,5,人誑し/ひとたらし,あかね噺 OP,桑田佳祐,けんちぃ,
加古部屋,2026/07/12,5,ツナグキズナ・ツツムコドク,Fate/kaleid liner プリズマ☆イリヤ ED スポット放映 第9話,StylipS,オメガ,
crom部屋,2026/07/12,5,【ヤマノススメ セカンドシーズン】夏色プレゼント(パート分け)(ver3)／あおい、ひなた、かえで、ここな[on-cut],,,ぱにゃ,
芝ちゃん部屋,2026/07/12,4,君は恋人(最終話編集),お隣の天使様にいつの間にか駄目人間にされていた件2 OP,オーイシマサヨシ,ぱにょ,
けんちぃ部屋,2026/07/12,4,零-zero【-】,スノウボールアース OP,tuki.,ひろえ,
加古部屋,2026/07/12,4,彼方のdelight,アスラクライン2 ED,angela,ギン,よろしくお願いします
crom部屋,2026/07/12,4,【骸骨騎士様、只今異世界へお出掛け中2期】奇跡は起きない（アニメ１話のみ）パート分けVer2（on-off）／DIALOGUE+,,,みぃちゃん,
芝ちゃん部屋,2026/07/12,3,最最最高級のお世話して,才女のお世話することになりました OP,angela,タカヒロ,
けんちぃ部屋,2026/07/12,3,YES キー変更：-5,[劇場版]魔法科高校の劣等生 四葉継承編 主題歌,LiSA,レイフ,よろしくお願いします
加古部屋,2026/07/12,3,「ロマンティスト・キラー」SI-VIS【オフボーカル・コーラス入り】,,,藤原,
crom部屋,2026/07/12,3,【ヤニねこ】なんもねえ／忘れらんねえよ[On-Off]※コールむっちゃ入れました_bb354,,,ブルーベリー,よろしくお願いします 練習ー
芝ちゃん部屋,2026/07/12,2,大好き♡ずっと永遠に♡【パート分け】,君のことが大大大大大好きな100人の彼女,恋太郎ファミリー,芝ちゃん,
けんちぃ部屋,2026/07/12,2,BOW AND ARROW(6話迄反映),メダリスト OP,米津玄師,えみち,よろしくお願いします！
加古部屋,2026/07/12,2,明日もお天気,世界名作劇場 若草物語 ナンとジョー先生 OP,小坂明子,れい,宜しくお願い致しますm(_ _)m
crom部屋,2026/07/12,2,【魔法少女まどか☆マギカ】あこがれ吹いた／悠木碧(On-Off chorus-Off),,,るえ,よろしくお願いします。
芝ちゃん部屋,2026/07/12,1,Not a Hero【_パート分け】,LV999の村人 OP,棗いつき×藍月なくる,みなぴー,
加古部屋,2026/07/12,1,Shining☆Days,舞-HiME OP,栗林みな実,オメガ,
crom部屋,2026/07/12,1,【淡島百景】光／中島美嘉(on-off),,,crom,
芝ちゃん部屋,2026/07/11,86,片付けの時間です。,,,システム,
芝ちゃん部屋,2026/07/11,85,飛翔(NEVER END),クラッシャージョウ ED,西松一博 by ARAGON,ヒサボウ,
芝ちゃん部屋,2026/07/11,84,Suffer,まったく最近の探偵ときたら OP,岡崎体育,toolbox,
芝ちゃん部屋,2026/07/11,83,業魂REQUIEMER【※最終話ノーカット 間奏セリフ入り】,ゴーストコンサート : missing Songs OP,"藤寺美徳,相葉芹亜",芝ちゃん,
芝ちゃん部屋,2026/07/11,82,聖闘士神話-ソルジャー・ドリーム,聖闘士星矢,影山ヒロノブ&BROADWAY,おげ3,
芝ちゃん部屋,2026/07/11,81,Push!,赤い光弾ジリオン(ED),結城梨沙,ヒサボウ,
芝ちゃん部屋,2026/07/11,80,UFO戦士ダイアポロン OP_UFO戦士ダイアポロン_子門真人_2CH_画質UP版,,,toolbox,
芝ちゃん部屋,2026/07/11,79,部屋移動の時間です。,,,システム,
芝ちゃん部屋,2026/07/11,78,0973_1000%キュンキュンさせてよ▽(オケ)【プリティーリズム・オーロラドリーム／プリティーリズム☆オールスターズ】,,,cp,
芝ちゃん部屋,2026/07/11,77,どしゃぶりHAPPY!【パート分け有】,プリティーリズム・レインボーライブ In,ハッピーレイン♪,芝ちゃん,
芝ちゃん部屋,2026/07/11,76,CRIMSON BULLET(修正1)【※アニメPV版】,魔法少女リリカルなのは EXCEEDS Op,水樹奈々,ゆに,
芝ちゃん部屋,2026/07/11,75,Sing My Pleasure_総集版,Vivy -Fluorite Eye's Song- OP,ヴィヴィ(CV.八木海莉),melfina,
芝ちゃん部屋,2026/07/11,74,プリマ☆ドンナメモリアル!,キラッとプリ☆チャン IN,"Run Girls, Run!",cp,
芝ちゃん部屋,2026/07/11,73,わいるど☆すたー,ひみつのアイプリ,八王子ビビ(CV.寺澤百花) 真実夜チィ(CV.大地薫),芝ちゃん,
芝ちゃん部屋,2026/07/11,72,/りりあ,off-弱ボーカル-UVRコーラス入-on,,ゆに,
芝ちゃん部屋,2026/07/11,71,Open your eyes,Occultic;Nine -オカルティック・ナイン- ED,亜咲花,melfina,
芝ちゃん部屋,2026/07/11,70,ぜんりょくじょしかくめい,ひみつのアイプリ OP,P丸様。,cp,
芝ちゃん部屋,2026/07/11,69,きらめきのうた(シークレットフレンズ∞Ver)【パート分け有】,ひみつのアイプリ In,シークレットフレンズ∞,芝ちゃん,
芝ちゃん部屋,2026/07/11,68,星降る夜の約束,領民0人スタートの辺境領主様 ED,花耶,ゆに,
芝ちゃん部屋,2026/07/11,67,Dark spiral journey【Ver2】,ピーチボーイリバーサイド OP,Q-MHz,melfina,
芝ちゃん部屋,2026/07/11,66,いっちょくせんだいさくせん!,ひみつのアイプリ Op,P丸様。,cp,
芝ちゃん部屋,2026/07/11,65,STORY,魔物喰らいの冒険者～俺だけ魔物を喰らって強くなる～ ED,小野賢章,芝ちゃん,
芝ちゃん部屋,2026/07/11,64,Ephemeral【※アニメPV版】,魔法少女リリカルなのは EXCEEDS Ed,青木陽菜,ゆに,
芝ちゃん部屋,2026/07/11,63,パラレルなハート【Ver2】,恋は双子で割り切れない OP,内田真礼,melfina,
芝ちゃん部屋,2026/07/11,62,チクタク・Magicaる・アイドルタイム!,アイドルタイム プリパラ In,夢川ゆい(CV伊達朱里紗),cp,
芝ちゃん部屋,2026/07/11,61,欠片,味方が弱すぎて補助魔法に徹していた宮廷魔法師、追放されて最強を目指す ED,aruma,芝ちゃん,
芝ちゃん部屋,2026/07/11,60,素敵なかんちがい,最強出涸らし皇子の暗躍帝位争い ED,くらわん,ゆに,
タマ部屋,2026/07/11,59,やわやわNERD 超FreQuency【パート分け】,一畳間まんきつ暮らし! ED,夢限大みゅーたいぷ,A,
芝ちゃん部屋,2026/07/11,59,ニューサンス【2nd season ED】,スパイ教室 ED2,sajou no hana,melfina,
タマ部屋,2026/07/11,58,ハニーレモン(パート分け)【ver2】,紫雲寺家の子供たち,NACHERRY,タマ兄,
芝ちゃん部屋,2026/07/11,58,ぎょっぴーダンス,きんぎょ注意報! Ed,内田順子,cp,
タマ部屋,2026/07/11,57,ポップ・スナック・ジャンクなHUNNY(MVver)【パート分け】,カナン様はあくまでチョロい,あおぎり高校,ハピネス,
芝ちゃん部屋,2026/07/11,57,Quest,味方が弱すぎて補助魔法に徹していた宮廷魔法師、追放されて最強を目指す OP,秋山黄色,芝ちゃん,
タマ部屋,2026/07/11,56,オトメノホンキ【パート分け】,乙女怪獣キャラメリゼ,HoneyWorks feat.ハコニワリリィ,ゆーき,作成感謝！
芝ちゃん部屋,2026/07/11,56,グッバイ・ララバイ,ブチ切れ令嬢は報復を誓いました。 ～魔導書の力で祖国を叩き潰します～ ED,大西亜玖璃,ゆに,
タマ部屋,2026/07/11,55,ハートにヒント!名探偵プリキュア!【Ver3】,名探偵プリキュア! OP,石井あみ,にゃむい,
けんちぃ部屋,2026/07/11,55,Sing My Pleasure_総集版,Vivy -Fluorite Eye's Song- OP,ヴィヴィ(CV.八木海莉),けんちぃ,
ながし部屋,2026/07/11,55,Ciao Ciao(修正2)【※仮パート分け】,一畳間まんきつ暮らし! Op,Sophià la Mode,みなぴー,オンボーカルです。
芝ちゃん部屋,2026/07/11,55,MAISIE,黒執事 -緑の魔女編- Ed,Cö shu Nie feat. HYDE,melfina,
タマ部屋,2026/07/11,54,Be My Friend,僕は友達が少ないNEXT OP,隣人部,A,
けんちぃ部屋,2026/07/11,54,Wonderful Wonder World,ログ・ホライズン ED2,Yun・chi,ラキア,
ながし部屋,2026/07/11,54,春擬き(Ver2),やはり俺の青春ラブコメはまちがっている。続,やなぎなぎ,あやめ,
芝ちゃん部屋,2026/07/11,54,ぶーりん あ・ら・もーど,とんでぶーりん ED,パーキッツ,cp,
タマ部屋,2026/07/11,53,大好き♡ずっと永遠に♡【パート分け】,君のことが大大大大大好きな100人の彼女,恋太郎ファミリー,タマ兄,練習しとかないと
けんちぃ部屋,2026/07/11,53,Queen of the Night キー変更：-2,ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～ ED,カノエラナ,千秋,
ながし部屋,2026/07/11,53,Break Beat Bark!【DUO】 キー変更：-3,劇場版 ソードアート・オンライン -オーディナル・スケール- 挿入歌special ver.,ユナ(CV:神田沙也加),ながし,
芝ちゃん部屋,2026/07/11,53,憧憬【パート分け】,落第賢者の学院無双～二度目の転生、Sランクチート魔術師冒険録～,TrySail,芝ちゃん,
タマ部屋,2026/07/11,52,月に向かって撃て【Ver2 最終話まで】,真夜中ハートチューン OP,星街すいせい,ハピネス,
けんちぃ部屋,2026/07/11,52,INNOCENCE,ソードアート・オンライン OP 2,藍井エイル,hossy,
ながし部屋,2026/07/11,52,Naked Dive,無彩限のファントム・ワールド OP,SCREEN mode,タカヒロ,
