部屋主,取得日,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント
crom部屋,2026/06/06,85,[Revive／ClariS]勇者のクズ[on-off],,,crom,
芝ちゃん部屋,2026/06/06,84,ETERNAL SNOW,満月をさがして ED,Changin' My Life,れい,
naoo部屋,2026/06/06,84,TEST ME,【推しの子】,ちゃんみな,naoo,
冨塚部屋,2026/06/06,84,MIZU-KAGAMI,ふしぎ遊戯 第2部 IN,関智一,富居精市,
加古部屋,2026/06/06,84,スターマーカー,僕のヒーローアカデミア OP,KANA-BOON,はる,
えみち部屋,2026/06/06,84,HOLLOW HUNGER,オーバーロードIV OP,OxT,えみち,よろしくお願いします！
けんちぃ部屋,2026/06/06,84,【ガンバレ！中村くん！！ ED11】 浪漫飛行(cut&コーラス入-on) ／ 米米CLUB_けんちぃ_1250,,,ブルーベリー,よろしくお願いします
crom部屋,2026/06/06,84,宇崎ちゃんは遊びたい！ (off) なだめスかし Negotiation,,,みぃちゃん,
芝ちゃん部屋,2026/06/06,83,奇縁ロマンス,江戸前エルフ OP,ナナヲアカリ,ぬこ,
naoo部屋,2026/06/06,83,宇宙戦艦ヤマト,宇宙戦艦ヤマト OP,Project Yamato 2199,みど,
冨塚部屋,2026/06/06,83,戦え!楽勝!ハイパードール[OP]【-】他,楽勝!ハイパードール,,百合川,
加古部屋,2026/06/06,83,誠-BUSHIDO HERO-魂,ゴーストコンサート : missing Songs IN,"相葉芹亜(CV:藤寺美徳),沖田総司(CV:熊谷健太郎)",加古,
crom部屋,2026/06/06,83,【アズールレーン The Animation】光の道標／鹿乃(off-on),,,hossy,
えみち部屋,2026/06/06,83,Beat Your Heart,ブブキ・ブランキ OP,鈴木このみ,やん,
けんちぃ部屋,2026/06/06,83,This Distortion【_耳コピ歌詞暫定版】,タイバン! ED,拍舞高校軽音部(Vo.凩 レン),きんた,
芝ちゃん部屋,2026/06/06,82,Lavish!!,勇者パーティーにかわいい子がいたので、告白してみた。 OP,吉乃,芝ちゃん,
naoo部屋,2026/06/06,82,Happy go Journey,とんでもスキルで異世界放浪メシ ED,内田雄馬,みぃちゃん,
冨塚部屋,2026/06/06,82,キミがいれば～名探偵コナン メインテーマ～【劇場版OPタイトル】,名探偵コナン,不明,hiro,
加古部屋,2026/06/06,82,ピースサイン【公式アニメMV】,僕のヒーローアカデミア,米津玄師,たぁ,
crom部屋,2026/06/06,82,【とんがり帽子のアトリエ】風のアンセム／Eve × suis(on-UVRchorus-cut)※OP[2ﾊﾟｰﾄ]crm,,,あきらん,行ける方いたら女性パートをお願いします！ よろしくお願いします！
えみち部屋,2026/06/06,82,部屋移動です,,,システム,
けんちぃ部屋,2026/06/06,82,【ポケモン複合MAD】アカシア,-,,もち,
芝ちゃん部屋,2026/06/06,81,零-zero-,スノウボールアース,tuki.,和穂,
naoo部屋,2026/06/06,81,贅沢な匙,とんでもスキルで異世界放浪メシ OP,Van de Shop,みな,
冨塚部屋,2026/06/06,81,月のTRAGEDY (JAZZ VERSI0N),天地無用! 魎皇鬼 IN,折笠愛,富居精市,
加古部屋,2026/06/06,81,けっかおーらい,ヴィジランテ -僕のヒーローアカデミア ILLEGALS- OP,こっちのけんと,だいすけ,
crom部屋,2026/06/06,81,【甘神さんちの縁結び】君に恋を結んで(パート分け)(ver2)／甘神三姉妹[on-cut],,,crom,
えみち部屋,2026/06/06,81,SAKURAスキップ(パート分け)【ver3.1】,NEW GAME!,fourfolium,hossy,
けんちぃ部屋,2026/06/06,81,【キルラキル】シリウス／藍井エイル(off-on)_,-,,けんちぃ,
芝ちゃん部屋,2026/06/06,80,【おにいさまへ…】「黄金の器　銀の器」[OP][高田さとみ][2tr Off-On],,,れい,
naoo部屋,2026/06/06,80,絶対称賛!【_パート分け】,笑顔のたえない職場です。 OP,"ハコニワリリィ,HoneyWorks",やん,
冨塚部屋,2026/06/06,80,恋愛の才能,天地無用! 魎皇鬼 [第1期] ED,横山智佐,百合川,
加古部屋,2026/06/06,80,光の栞をはさんで,プリンセッション・オーケストラ In,オルケリア&陽ノ下なつ(CV.藍村光),せれろん,宜しくお願い致します
crom部屋,2026/06/06,80,悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。 Season2 (off-UVRchorus-on) エゴ※レトロリロン MV,,,みぃちゃん,
えみち部屋,2026/06/06,80,Over Sky(Type-1),ストライクウィッチーズ2 ED 1,"福圓美里,世戸さおり",お弁当,
けんちぃ部屋,2026/06/06,80,SideEffect,ひぐらしのなく頃に 粋,いとうかなこ,タカヒロ,
芝ちゃん部屋,2026/06/06,79,fallen down,そらのおとしもの IN,イカロス(CV:早見沙織),ぬこ,
naoo部屋,2026/06/06,79,朝日【第8話まで】,LIAR GAME ED,Lucky Kilimanjaro,naoo,
冨塚部屋,2026/06/06,79,ムーンライト伝説,美少女戦士セーラームーン OP 1,DALI,hiro,
加古部屋,2026/06/06,79,CATCH!!!,ヴィジランテ -僕のヒーローアカデミア ILLEGALS- 2期 OP,すりぃ,はる,
crom部屋,2026/06/06,79,changes【2ch off-on】(G) -Base Ball Bear -図書館戦争,,,hossy,
えみち部屋,2026/06/06,79,ニブンノイチ,ガンダムビルドファイターズ OP 1,BACK-ON,もち,
けんちぃ部屋,2026/06/06,79,Missing Promise,ひぐらしのなく頃に卒 ED,鈴木このみ,けんちぃ,作成しているが記憶に全く無かったので歌ってみる
芝ちゃん部屋,2026/06/06,78,片翼のイカロス,H2O～FOOTPRINTS IN THE SAND～ OP,榊原ゆい,芝ちゃん,
naoo部屋,2026/06/06,78,革命道中,ダンダダン(第2期) OP,アイナ・ジ・エンド,みど,
冨塚部屋,2026/06/06,78,小さな花,神秘の世界エルハザード 最終話ED,天野由梨,富居精市,
加古部屋,2026/06/06,78,Luminous Bloom,プリンセッション・オーケストラ Ed,花の騎士シンシア(CV.鬼頭明里)花の騎士ピュリティ(CV.伊藤美来),加古,
crom部屋,2026/06/06,78,【銀河英雄伝説 Die Neue These】Binary Star／SawanoHiroyuki[nZk]Uru(on-UVRchorus-cut)※OP crm,,,ブルーベリー,記憶が曖昧
えみち部屋,2026/06/06,78,もうどうなってもいいや【ver3.1・最終話まで】,機動戦士Gundam GQuuuuuuX ED,星街すいせい,あきらん,
けんちぃ部屋,2026/06/06,78,Super scription of data,ひぐらしのなく頃に礼 OP,島みやえい子,団長,
芝ちゃん部屋,2026/06/06,77,DEAD OR LOVE,逃がした魚は大きかったが釣りあげた魚が大きすぎた件 ED,吉乃,和穂,
加古部屋,2026/06/06,77,シルエット,NARUTO-ナルト-疾風伝 OP 16,KANA-BOON,たぁ,
naoo部屋,2026/06/06,77,【氷の城壁】透明／Novelbright(on-off),,,みぃちゃん,
冨塚部屋,2026/06/06,77,Boys Be Free,神秘の世界エルハザード(OVA)(ED),小桜エツ子,百合川,
crom部屋,2026/06/06,77,【ヘンタイ・プリズン OPカバー】 ILLEXECUTION(cut&コーラス入-on) ／ 獅白ぼたん_けんちぃ_1030,,,きんた,
えみち部屋,2026/06/06,77,ENERGY  キー変更： -4,ビビッドレッド・オペレーション OP,earthmind,えみち,
けんちぃ部屋,2026/06/06,77,月下の決闘者,ひぐらしのなく頃に,片霧烈火/TERRA,如月朔耶,
芝ちゃん部屋,2026/06/06,76,部屋移動の時間です。,,,システム,
加古部屋,2026/06/06,76,,,,小休止,
naoo部屋,2026/06/06,76,オタスケマンの歌 キー変更：+1,タイムパトロール隊 オタスケマン,山本正之,みな,
冨塚部屋,2026/06/06,76,ナージャ!!,明日のナージャ,本田美奈子,hiro,
crom部屋,2026/06/06,76,真夜中ハートチューン (off-UVRchorus-on) 声の軌跡【Soala】※Ver3 キー変更：-2,,,crom,
えみち部屋,2026/06/06,76,夏のドーン!,BanG Dream! ガールズバンドパーティ! IN,Poppin'Party,hossy,
けんちぃ部屋,2026/06/06,76,漆黒の祭壇,ひぐらしのなく頃に絆 第三巻・螺,Velforest,タカヒロ,
naoo部屋,2026/06/06,75,幽世,ダークギャザリング OP,luz,やん,
芝ちゃん部屋,2026/06/06,75,戦場の華,最後にひとつだけお願いしてもよろしいでしょうか OP,CHiCO with HoneyWorks,ぬこ,
加古部屋,2026/06/06,75,オトノケ【_アニメMV版】,ダンダダン OP,Creepy Nuts,揚丸,
冨塚部屋,2026/06/06,75,Oasis(Short Version),聖刻覇伝(ワースジード)ラシュオーンの嵐 ED,三重野瞳,富居精市,
crom部屋,2026/06/06,75,【うるわしの宵の月】「うるわし」[Op][UNISON SQUARE GARDEN][On-Off][アニメ][加古],,,ぱにょ,
えみち部屋,2026/06/06,75,SUPER∞STREAM(Ver2)(パート分け),IS 〈インフィニット・ストラトス〉,"篠ノ之箒,セシリア・オルコット,凰鈴音,シャルル・デュノア,ラウラ・ボーデヴィッヒ",お弁当,
けんちぃ部屋,2026/06/06,75,Angelic bright,ひぐらしのなく頃に絆 第四巻 主題歌,彩音,けんちぃ,忘れたので練習する
naoo部屋,2026/06/06,74,にーとぴあ。,ニートくノ一となぜか同棲はじめました ED,出浦白津莉(矢野妃菜喜),naoo,
芝ちゃん部屋,2026/06/06,74,Pages,本好きの下剋上 4期OP,Little Glee Monster,芝ちゃん,
冨塚部屋,2026/06/06,74,,,,小休止,
加古部屋,2026/06/06,74,カサブタ,金色のガッシュベル!! OP1,千綿ヒデノリ,百合川,
crom部屋,2026/06/06,74,【愛しているゲームを終わらせたい】 [ED] リトルワールド ／ Pompadolls ※３話映像入 bb320 (On-Off),,,ブルーベリー,
えみち部屋,2026/06/06,74,HALO,機動戦士Gundam GQuuuuuuX IN,NOMELON NOLEMON,もち,
けんちぃ部屋,2026/06/06,74,追想のディスペア,ひぐらしのなく頃に奉,いとうかなこ,団長,ひぐらし繋がり
naoo部屋,2026/06/06,73,全力全開!ゼンカイジャー,機界戦隊ゼンカイジャー OP,つるの剛士,みど,
芝ちゃん部屋,2026/06/06,73,メガネを外して,正反対な君と僕 OP,乃紫,hiro,
冨塚部屋,2026/06/06,73,明日へのbrilliant road キー変更：+4,宇宙のステルヴィア OP 1,angela,ちゃがま,
加古部屋,2026/06/06,73,READY STEADY GO,鋼の錬金術師 OP 2,L'Arc～en～Ciel,だいすけ,
えみち部屋,2026/06/06,73,Bのリベンジ【アニメ映像ver3.1・3期最終話まで・パート分け有り】,【推しの子】 IN,B小町,あきらん,
crom部屋,2026/06/06,73,【異世界スーサイド・スクワッド ED】 Go-Getters(cut&コーラス入-on) ／ Mori Calliope_けんちぃ_703,,,きんた,
えみち部屋,2026/06/06,73,Bのリベンジ【アニメ映像ver3.1・3期最終話まで・パート分け有り】,【推しの子】 IN,B小町,あきらん、お弁当、えみち,
けんちぃ部屋,2026/06/06,73,アセンション【パート分けあり】,ひぐらしのなく頃に粋 OP,"彩音,いとうかなこ",如月朔耶,
naoo部屋,2026/06/06,72,ウザ可愛くて何が悪い!,友達の妹が俺にだけウザい OP,赤見かるび,みぃちゃん,
芝ちゃん部屋,2026/06/06,72,【本好きの下剋上】「今も、ありがとう」 ※4期EDコーラスパート有 (off-弱ボーカル-UVRコーラス入-on) キー変更：-2,off-弱ボーカル-UVRコーラス入-on,,はる,
冨塚部屋,2026/06/06,72,Para Bellum feat.AYAME (from AliA),キミと僕の最後の戦場、あるいは世界が始まる聖戦 Season Ⅱ ED,Sizuk,せれろん,
加古部屋,2026/06/06,72,IRIS OUT【_劇場版】,[劇場版]チェンソーマン レゼ篇 主題歌,米津玄師,加古,
えみち部屋,2026/06/06,72,STAR☆T☆RAIN -New Arrange Ver.-【パート分け】,【推しの子】,B小町,えみち,1期ならw
けんちぃ部屋,2026/06/06,72,Revive【パート分け】,勇者のクズ OP,ClariS,タカヒロ,
crom部屋,2026/06/06,72,【多聞くん今どっち！？】花と夢／FACE(on-UVRchorus-cut)※ED[5ﾊﾟｰﾄ]crm,,,crom,入れる人よろしくおねがいします。 1650部屋移動
naoo部屋,2026/06/06,71,カルマ,テイルズ オブ ジ アビス OP,BUMP OF CHICKEN,みな,
芝ちゃん部屋,2026/06/06,71,チューズ・ミー,きまぐれオレンジ★ロード OP,坪倉唯子,ぬこ,
冨塚部屋,2026/06/06,71,DON'T FORGET YOUR DESTINY,遊撃宇宙戦艦ナデシコ IN,今井由香,富居精市,
加古部屋,2026/06/06,71,Believe,キングダム第4シリーズ Ed,みさき,揚丸,
えみち部屋,2026/06/06,71,翼はPleasure Line,クロノクルセイド -CHRNO CRUSADE- OP,栗林みな実,hossy,
けんちぃ部屋,2026/06/06,71,夏がやってくる,イナズマイレブンGO クロノ・ストーン ED,空野葵(北原沙弥香)),けんちぃ,
crom部屋,2026/06/06,71,【多聞くん今どっち！？ OP】 Sweet Magic(cut&コーラス入-on)_パート分け ／ F／ACE_けんちぃ_1132,,,ぱにょ,
naoo部屋,2026/06/06,70,もうどうなってもいいや【ver3.1・最終話まで】,機動戦士Gundam GQuuuuuuX ED,星街すいせい,やん,
芝ちゃん部屋,2026/06/06,70,君が好き,D.C.III～ダ・カーポIII～ In,初音ミク,芝ちゃん,
冨塚部屋,2026/06/06,70,ラピスラズリ【本人映像】,アルスラーン戦記 ED 1,藍井エイル,たぁ,
加古部屋,2026/06/06,70,シュガーソングとビターステップ,血界戦線 ED,UNISON SQUARE GARDEN,百合川,
えみち部屋,2026/06/06,70,セレナーデ,【推しの子】 3rd Season ED,なとり,お弁当,
けんちぃ部屋,2026/06/06,70,ガンバランス de ダンス～夢みる奇跡たち～【Ver3】,Yes!プリキュア5 ED 2,宮本佳那子,団長,久しぶりにこのバージョンの歌う
crom部屋,2026/06/06,70,【劇場版 BanG Dream! It's MyGO!!!!!】 [IN] 迷星叫／mygo bb217 (On-Off),,,ブルーベリー,
naoo部屋,2026/06/06,69,まぼろしの行方(画質アップ版),カヤちゃんはこわくない OP,ヰ世界情緒,naoo,
芝ちゃん部屋,2026/06/06,69,祈り,死亡遊戯で飯を食う。 ED,藤川千愛,hiro,
crom部屋,2026/06/06,69,にゃんこい! - Strawberry ～甘く切ない涙～／今井麻美,,,きんた,今井麻美聞いて歌いたくなったw
冨塚部屋,2026/06/06,69,銀閃の風,魔弾の王と戦姫 OP,鈴木このみ,きっし,
加古部屋,2026/06/06,69,BOW AND ARROW,メダリスト OP,米津玄師,だいすけ,
えみち部屋,2026/06/06,69,フィクション【OAD 小柳花子・樺倉太郎 高校生編】,ヲタクに恋は難しい OP,sumika,もち,
けんちぃ部屋,2026/06/06,69,世界でいちばん熱い夏(平成レコーディング 2012mix),ガンバレ!中村くん!! ED6,プリンセス プリンセス,如月朔耶,
naoo部屋,2026/06/06,68,SPECIALZ【パート分け】,呪術廻戦 渋谷事変 OP 4,King Gnu,みど,
芝ちゃん部屋,2026/06/06,68,正気の沙汰【夕日 かほ 二人パート分けあり】,魔物喰らいの冒険者～俺だけ魔物を喰らって強くなる～,NEE,はる,
crom部屋,2026/06/06,68,【異世界おじさん OP】 story(off-on) ／ 前島麻由_けんちぃ_282,,,crom,忘れてそうなんでonでー
冨塚部屋,2026/06/06,68,Party!! キー変更：+4,ダンジョン飯 ED,緑黄色社会,ちゃがま,
加古部屋,2026/06/06,68,A Perfect Sky,ぷにるはかわいいスライム Im,ぷにる(CV 篠原 侑),加古,
えみち部屋,2026/06/06,68,ファタール【パート分け】,【推しの子】 OP2,GEMN,あきらん,行ける方いたらどちらかお願いします！
けんちぃ部屋,2026/06/06,68,[フィニステラ―／鈴木このみ]Summer Pockets[on-off]AI,-,,タカヒロ,
naoo部屋,2026/06/06,67,らしさ【公式アニメMV】,ひゃくえむ。,Official髭男dism,みぃちゃん,
芝ちゃん部屋,2026/06/06,67,Beyond the Gray Sky,Fate/Grand Order IM,百華,ぬこ,
crom部屋,2026/06/06,67,【魔法使いの嫁】Here／JUNNA(on-UVRchorus-off-Vcut)※OP crm ver3,,,ぱにょ,
冨塚部屋,2026/06/06,67,Echoes of the Stars【DUOP]】,ティンクルスターナイツ OP 2周年,fripSide,せれろん,
加古部屋,2026/06/06,67,ever free,ダンガンロンパ3希望編 ED,hide with Spread Beaver,百合川,
えみち部屋,2026/06/06,67,アイデン貞貞メルトダウン(パート分け)【Ver2】,お兄ちゃんはおしまい!,えなこ feat.P丸様。,えみち,対戦(ry
けんちぃ部屋,2026/06/06,67,夏夢ノイジー【_Last Lap版】,サマータイムレンダ OP 2,亜咲花,けんちぃ,
naoo部屋,2026/06/06,66,星間飛行 キー変更：-1,マクロスF OP スポット放映 第17話,中島愛,みな,
芝ちゃん部屋,2026/06/06,66,君に咲く日々,D.C.III～ダ・カーポIII～ In,CooRie,芝ちゃん,
crom部屋,2026/06/06,66,【THE iDOLM@STER】 my song／如月千早（今井麻美）ライブ映像 bb281 (On-Off),,,ブルーベリー,
冨塚部屋,2026/06/06,66,Only One,万能文化猫娘 SOUND PHASE-0Ⅳ IM,絵里香,富居精市,
加古部屋,2026/06/06,66,どうにもとまらない～ノンストップ～,レジェンズ-甦る竜王伝説-,"Brenda Vaughn, 山本リンダ",揚丸,
えみち部屋,2026/06/06,66,ふたりキャンプ feat. SPECIAL OTHERS,ふたりソロキャンプ ED,オーイシマサヨシ,hossy,
けんちぃ部屋,2026/06/06,66,HEART GOES ON【プリキュア20周年記念MAD、パート分け】,ハートキャッチプリキュア!,池田彩,団長,明日のオフ会でプリキュア部屋参加するから幾つか歌って練習しとく
naoo部屋,2026/06/06,65,まなざしは光,薫る花は凛と咲く OP,キタニタツヤ,やん,
芝ちゃん部屋,2026/06/06,65,Bubee,魔法の姉妹ルルットリリィ OP,ILLIT,hiro,
crom部屋,2026/06/06,65,【海賊王女 OP】 海と真珠(cut-on) ／ JUNNA_けんちぃ_159,,,きんた,
冨塚部屋,2026/06/06,65,いけないボーダーライン,マクロスΔ(デルタ) IN 第2話、第8話、第13話,ワルキューレ,たぁ,
加古部屋,2026/06/06,65,僕のヒーローアカデミア 第2期第1クール OP_ピースサイン_米津玄師_2CH_OFF改,,,だいすけ,
えみち部屋,2026/06/06,65,adrenaline!!!【パート分け】,エロマンガ先生 ED,TrySail,お弁当,
けんちぃ部屋,2026/06/06,65,花筏 feat.夏背(本編3話～4話),春夏秋冬代行者 春の舞 Ed,Orangestar,如月朔耶,
naoo部屋,2026/06/06,64,火種【暫定版】,日本三國 OP,キタニタツヤ,naoo,
芝ちゃん部屋,2026/06/06,64,今ちょっとだけ話題の神様 キー変更：-3,Works feat,HoneyWorks feat.GUMI,はる,
crom部屋,2026/06/06,64,北斗の拳 OP01「愛をとりもどせ!!」クリスタルキング_2CH,,,crom,新作みて、昔の急に歌いたくなった
冨塚部屋,2026/06/06,64,Knew day,灰と幻想のグリムガル OP,(K)NoW_NAME,きっし,
加古部屋,2026/06/06,64,青い珊瑚礁【2025 11月4日【『お隣の天使様』椎名真昼 アイドルプロジェクト始動!】】,アイドルになってもお隣の天使様にいつの間にか駄目人間されていた件,椎名真昼(CV:石見舞菜香),加古,
えみち部屋,2026/06/06,64,鬼神童子ZENKI,鬼神童子ZENKI OP 1,影山ヒロノブ,もち,
けんちぃ部屋,2026/06/06,64,[longing ／ユナ]Yuna First Live[on-off],-,,タカヒロ,
naoo部屋,2026/06/06,63,全力キング,王様戦隊キングオージャー OP,古川貴之,みど,大殿サマが大河で頑張ってます
芝ちゃん部屋,2026/06/06,63,輪廻,マブラヴ オルタネイティヴ OP,V.W.P,ぬこ,
crom部屋,2026/06/06,63,劇場アニメ 二ノ国 主題歌_MOIL_須田景凪_2CH,,,ぱにょ,
冨塚部屋,2026/06/06,63,TERMINATED キー変更：+4,境界線上のホライゾン OP,茅原実里,ちゃがま,
加古部屋,2026/06/06,63,わが青春のアルカディア,わが青春のアルカディア,渋谷哲平,揚丸,
えみち部屋,2026/06/06,63,サブマリンユース,クラスで2番目に可愛い女の子と友だちになった OP,reGretGirl,あきらん,
けんちぃ部屋,2026/06/06,63,今夜はブギー・バック smooth rap,ガンバレ!中村くん!! ED3,スチャダラパー featuring 小沢健二,けんちぃ,
naoo部屋,2026/06/06,62,エゴ,悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。Season2 OP,レトロリロン,みぃちゃん,
芝ちゃん部屋,2026/06/06,62,よわよわ つよつよ みにみに こわこわ【パート分け】,よわよわ先生 ED,"鶸村ひより(CV:高野麻里佳),椋林瑞希(CV:伊駒ゆりえ),雪下祐樹(CV:篠原侑)",芝ちゃん,
crom部屋,2026/06/06,62,【春夏秋冬代行者 春の舞】 [ED] 花筏 ／ Orangestar featuring 夏背 ※bb325 (On-Off),,,ブルーベリー,
冨塚部屋,2026/06/06,62,恋のマジックポーション,ポーション、わが身を助ける OP,TRiDENT,せれろん,
加古部屋,2026/06/06,62,メリッサ,鋼の錬金術師 OP 1,ポルノグラフィティ,百合川,
えみち部屋,2026/06/06,62,ディア・マイ・スペシャル・プレシャス・マーベラス・スウィート・ダーリンズ(パート分け有 公式アニメMV),わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!?) ～ネクストシャイン!～ ED,クインテット,えみち,対戦よろしくお願いします！
けんちぃ部屋,2026/06/06,62,古書屋敷殺人事件,プロジェクトセカイ カラフルステージ! feat. 初音ミク IM,ワンダーランズ×ショウタイム,団長,
naoo部屋,2026/06/06,61,Brave Love - Galaxy Express 999 キー変更：+1,銀河鉄道999 エターナルファンタジー,THE ALFEE,みな,
芝ちゃん部屋,2026/06/06,61,一生仲仔,オタクに優しいギャルはいない!? ED,三四少女,hiro,
crom部屋,2026/06/06,61,美しさは罪 (パタリロ！_ED) 竹田えり (2ch_VC_ON) UVR-MDX版,,,きんた,
冨塚部屋,2026/06/06,61,ヴェリーな気分で,万能文化猫娘 IN,山崎和佳奈,富居精市,
加古部屋,2026/06/06,61,RPG,クレヨンしんちゃん バカうまっ!B級グルメサバイバル!!,SEKAI NO OWARI,だいすけ,
えみち部屋,2026/06/06,61,紫炎,カードファイト!! ヴァンガードDivinez デラックス決勝編 ED,Roselia,hossy,
けんちぃ部屋,2026/06/06,61,リリテアの歌(修正),また殺されてしまったのですね、探偵様 Ed,リリテア(CV若山詩音),如月朔耶,
naoo部屋,2026/06/06,60,炎神戦隊ゴーオンジャー,炎神戦隊ゴーオンジャー,高橋秀幸 (Project.R),やん,
芝ちゃん部屋,2026/06/06,60,イジワルな出会い キー変更：-2,HoneyWorks,HoneyWorks feat.初音ミク,はる,
crom部屋,2026/06/06,60,【継母の連れ子が元カノだった】ふたりピノキオ アニメ版／harmoe（岩田陽葵・小泉萌香）(on-UVRchorus-cut)※ED[2ﾊﾟｰﾄ]crm,,,crom,いける人いればよろしくおねがいします。
冨塚部屋,2026/06/06,60,Driver's High,GTO Great Teacher Onizuka OP,L'Arc～en～Ciel,たぁ,
加古部屋,2026/06/06,60,世界でいちばん熱い夏(平成レコーディング 2012mix),ガンバレ!中村くん!! ED6,プリンセス プリンセス,加古,
えみち部屋,2026/06/06,60,deep in abyss,メイドインアビス,リコ&レグ,お弁当,
けんちぃ部屋,2026/06/06,60,何なんですか?,『女神「異世界転生何になりたいですか」 俺「勇者の肋骨で」,shallm,タカヒロ,
naoo部屋,2026/06/06,59,NON-FICTION【第19話まで】,勇者のクズ ED,w.o.d.,naoo,本ターンよろしくお願いします
芝ちゃん部屋,2026/06/06,59,シルベ,勇者パーティを追い出された器用貧乏 OP,常闇トワ,ぬこ,
crom部屋,2026/06/06,59,【SI-VIS： The Sound of Heroes】[OP2]スーパーノヴァ(パート分け有・最終話反映)／SI-VIS〔Semi-MVC-On-Off〕,,,ぱにょ,>> 入れてくれたんですね<m(__)m>　女性パート入っていいですか？ by crm
冨塚部屋,2026/06/06,59,L.L.L.,オーバーロード,MYTH & ROID,きっし,
加古部屋,2026/06/06,59,オー!リバル【DAM映像】,名探偵コナン 業火の向日葵 主題歌,ポルノグラフィティ,だいすけ,
えみち部屋,2026/06/06,59,現状ディストラクション,銀魂,SPYAIR,もち,
けんちぃ部屋,2026/06/06,59,GLORY DAYS,ダブルウィッシュ IN,千葉紗子,けんちぃ,
naoo部屋,2026/06/06,58,秘密戦隊ゴレンジャー,秘密戦隊ゴレンジャー,佐々木功,みど,
芝ちゃん部屋,2026/06/06,58,COMIT COMET【超よわよわver._第6話まで】,よわよわ先生 OP,DAOKO,芝ちゃん,
crom部屋,2026/06/06,58,【学園アイドルマスター】 [TM] ガラクタロード ／ 初星学園 ※13人パート分け暫定 bb322 (On-Off),,,ブルーベリー,
冨塚部屋,2026/06/06,58,流星 キー変更：+4,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン OP,藍井エイル,ちゃがま,
加古部屋,2026/06/06,58,Link,鋼の錬金術師～シャンバラを征く者～ OP,L'Arc～en～Ciel,百合川,
えみち部屋,2026/06/06,58,つよがるガール feat. もっさ(ネクライトーキー)【パート分け、暫定版】,負けヒロインが多すぎる! OP,ぼっちぼろまる,あきらん,よろしくお願いします！
けんちぃ部屋,2026/06/06,58,サマーハイヒール,ホロライブ IM,大空スバル,団長,
naoo部屋,2026/06/06,57,【ヴィジランテ -僕のヒーローアカデミア ILLEGALS-】[IN]POP☆STEP／ポップ☆ステップ（CV.長谷川育美）(ON-OFF),,,ほっしー,
芝ちゃん部屋,2026/06/06,57,透明,FateGrand Order -神聖円卓領域キャメロット- OP,宮野真守,hiro,
crom部屋,2026/06/06,57,【タイバン！ ED】 This Distortion(off-on)_耳コピ歌詞暫定版 ／ 拍舞高校軽音部(Vo.凩 レン)_けんちぃ_118,,,きんた,
冨塚部屋,2026/06/06,57,うしみつジャンボリー,ゲゲゲの鬼太郎(第6期) ED,スターダスト☆レビュー,せれろん,
加古部屋,2026/06/06,57,バカラのマーチ【パート分け有】,ビックリマン2000 Ed,バカラ讃え隊,揚丸,
えみち部屋,2026/06/06,57,ぼなぺてぃーと♡S -All staff ver.-【パート分け】  キー変更： -4,ブレンド・S ED,"桜ノ宮苺香(CV:和氣あず未),日向夏帆(CV:鬼頭明里),星川麻冬(CV:春野杏),天野美雨(CV:種﨑敦美),神崎ひでり(CV:徳井青空),ディーノ(CV:前野智昭),秋月紅葉(CV:鈴木達央)",えみち,
けんちぃ部屋,2026/06/06,57,渇望,転生したらスライムだった件 4th Season ED,CiON,如月朔耶,
naoo部屋,2026/06/06,56,【THE IDOLM@STER CINDERELLA GIRLS STARLIGHT MASTER PLATINUM NUMBER 10 全開！ミラクルアドベンチャー！】恋／前川みく ※星野源カバー bb243 (On-Off),,,ブルーベリー,おつかれさまでした
芝ちゃん部屋,2026/06/06,56,木漏れ日坂,クジマ歌えば家ほろろ,Galileo Galilei,はる,
crom部屋,2026/06/06,56,【魔法少女育成計画】OP「叫べ」『沼倉 愛美』(on-UVRchorus-cut),,,crom,
冨塚部屋,2026/06/06,56,SAND STORM〈D.Boy Version〉,宇宙の騎士テッカマンブレードII NEXT GENERATION2 IM,森川智之,富居精市,
加古部屋,2026/06/06,56,Nursing Angel,ゴーストコンサート : missing Songs IN,"相葉芹亜(CV:藤寺美徳),ナイチンゲール(CV:小清水亜美)",加古,
えみち部屋,2026/06/06,56,アロー,ライザのアトリエ ～常闇の女王と秘密の隠れ家～ ED,Awkmiu,ほっしー,宜しくお願いします
けんちぃ部屋,2026/06/06,56,"Silent Flame,Never Fade",ホロライブ IM,不知火フレア,タカヒロ,
naoo部屋,2026/06/06,55,トライアングラー,マクロスF OP 1,坂本真綾,タカヒロ,
芝ちゃん部屋,2026/06/06,55,【ワールドダイスター 夢のステラリウム】「ヱテルナ・ガラクシア」[IM][リリヤ・クルトベイ(安齋由香里)・ラモーナ・ウォルフ(田中美海)][2tr Off-On],,,ぬこ,
crom部屋,2026/06/06,55,【SI-VIS The Sound of Heroes】[ED]FRIENDS ＆ SMILE(on-off)_パート分け_2パート_第12話まで ／SI-VIS,,,ぱにょ,
